ROI,structure,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709,N58302,N58305,N58303,N58309,N58310,N58355,N58344,N58346,N58350,N58394,N58396,N58398,N58359,N58361,N58404,N58402,N58516,N58608,N58606,N58604,N58512,N58477,N58500,N58510,N58406,N58408,N58514,N58655,N58952,N58706,N58708,N58712,N58714,N58732,N58733,N58734,N58735,N58740,N58742,N58745,N58747,N58749,N58751,N58779,N58780,N58784,N58788,N58790,N58792,N58794,N58829,N58813,N58815,N58821,N58819,N58831,N58851,N58853,N58855,N59003,N58913,N58915,N58909,N58906,N58883,N58887,N58885,N58919,N58879,N58881,N58889,N58877,N60129,N60131,N60127,N60139,N58917,N58995,N59005,N58857,N58859,N58861,N59065,N59066,N59080,N58948,N59072,N58935,N59039,N58946,N58954,N59033,N59022,N59035,N59026,N59109,N59097,N59099,N59116,N59118,N59120,N59041,N58941,N60056,N60058,N60060,N60062,N60068,N59136,N59140,N59141,N60095,N60133,N60137,N60198,N60103,N60097,N60163,N60169,N60190,N60188,N60200,N60192,N58997,N58999,N59010,N59078,N59076,N60157,N60159,N60064,N60101,N60093,N60161,N60167,N60194,N60088,N60070,N60072,N60092
1040,Secondary_Visual_Cortex_Mediomedial_Area,0.8947564,0.9117967,0.9582705,0.9237341,0.930204,0.987066,0.9124346,0.9468799,0.9070583,0.9297484,0.9633735,0.8844593,0.9617333,0.999459,0.9348514,0.9212738,0.8873753,0.9681121,0.9789559,0.9379497,0.9626445,0.9289283,0.9873394,0.9784092,0.9104299,0.9453308,0.9073316,0.8968523,0.8286908,0.9381319,0.9713925,0.9931714,0.9208182,1.125758,1.090037,0.9103388,1.116919,0.938223,0.8847327,0.8624982,0.893754,0.9355804,0.9770423,0.920727,0.9889796,0.9123435,0.8371654,0.8532946,0.976131,0.9559013,0.8291464,0.9078784,0.917811,0.887193,0.9773157,0.8681479,0.9597285,0.8655964,0.9904376,1.048575,0.8883777,0.9957229,0.9374029,0.9194513,0.8249546,0.8343405,0.8425418,0.9715748,0.9251922,0.826686,0.9718481,1.050853,0.8233144,0.9384053,0.8860995,0.8482826,0.8648674,0.9424148,1.067347,1.010485,1.009665,0.9661984,0.9582705,1.06352,0.9278347,1.100243,1.046388,0.9805961,0.9711192,0.8567573,0.9012263,0.8691503,0.893025,0.9218205,0.8768048,0.9868838,0.8480093,0.9446018,0.9205448,0.8790829,0.8572129,0.9045068,0.9439639,1.032902,0.9286549,0.9760399,1.003286,0.9670185,0.9969987,1.00602,1.004562,0.9129814,1.039372,0.864594,0.9095187,0.8861907,0.9271969,0.9903466,1.001737,0.9327555,1.037914,0.9158063,1.016773,0.9412302,0.9857903,0.873342,0.9087896,0.9057825,0.8932073,0.9774979,0.9378585,0.9042334,0.8019,0.7489564,0.7015714,0.8489205,0.7229857,0.860949,0.8716106,1.022514,0.755244,0.8393524,0.8185759,0.8483738,0.8654141,0.8631361,0.8552082,0.9699345,0.844911,0.8941185,0.8799942,0.9395899,1.001281,0.903231,0.9393165,0.8403548,0.8875575,0.9304774,0.8827279,0.7674547,0.8573952,0.7539683,0.8028113,1.08138,0.9798672,0.6436159,0.9289283,0.7895982,0.6975619
1041,Ventral_Orbital_Cortex,0.7597091,0.8124705,0.7624429,0.7805768,0.7090436,0.8008065,0.7908739,0.7746537,0.8028113,0.7564287,0.7921497,0.7393883,0.8502874,0.7459493,0.7677281,0.8296931,0.785862,0.6879026,0.7687305,0.8398991,0.8046338,0.8299665,0.7707353,0.8411749,0.6747807,0.8217653,0.7799389,0.7162425,0.7831283,0.7232592,0.7621695,0.7595269,0.729729,0.7185206,0.7446736,0.7770229,0.7600737,0.790236,0.7028471,0.6747807,0.7859532,0.7781164,0.7331918,0.7586157,0.7043052,0.8523833,0.8443643,0.710775,0.829602,0.7621695,0.7840395,0.724626,0.8367098,0.7036673,0.7639009,0.689634,0.7658145,0.7211633,0.7616228,0.7538772,0.7506878,0.8174824,0.7156047,0.7224391,0.7422131,0.7128709,0.7066744,0.7176094,0.6571024,0.7474984,0.8270505,0.8210363,0.6937346,0.7787543,0.6885405,0.7206165,0.763992,0.7495031,0.7837662,0.7913295,0.7662702,0.7912384,0.718065,0.7697329,0.7495943,0.7783898,0.7097726,0.7116863,0.8279618,0.741393,0.7203432,0.7002956,0.8052716,0.7318249,0.6892695,0.7247171,0.7462227,0.7427599,0.6968329,0.7039406,0.7306403,0.7016625,0.7531481,0.7655411,0.7474073,0.7839484,0.8021734,0.7797567,0.7515079,0.785862,0.8415394,0.7541505,0.7392972,0.7161514,0.7515079,0.7092259,0.777114,0.7414842,0.7994397,0.7721022,0.8488294,0.8086433,0.7633541,0.7067655,0.7331918,0.7717376,0.7444001,0.7646299,0.7883224,0.7891425,0.7609849,0.7063099,0.7405729,0.7926964,0.708588,0.7519635,0.7849508,0.7442179,0.7606204,0.8188493,0.7819436,0.7652678,0.7506878,0.7423043,0.7710997,0.7430333,0.7097726,0.7983462,0.7674547,0.7937899,0.7201609,0.90396,0.8038136,0.7899626,0.6974708,0.7156958,0.7522369,0.7164248,0.7721933,0.774198,0.9024109,0.7414842,0.6470786,0.7765673,0.8300576,0.8319713,0.7345586,0.7477718,0.8067297
1042,Caudomedial_Entorhinal_Cortex,2.173878,2.223268,2.306283,2.311659,2.239944,2.490993,2.478509,2.380276,2.59278,2.384104,2.304916,2.201216,2.289971,2.194563,2.39923,2.48507,2.389935,2.368157,2.283592,2.478053,2.451445,2.485617,2.24122,2.361231,2.319678,2.321683,2.197115,2.30929,2.474591,2.312752,2.198937,2.303185,2.351663,2.308014,2.262725,2.09788,2.332253,2.324143,2.219076,2.161485,2.314302,2.43805,2.321865,2.415542,2.378271,2.494547,2.357313,2.289607,2.276303,2.344555,2.342004,2.365514,2.291429,2.113827,2.355308,2.102801,2.167135,2.062341,2.266279,2.22746,2.16513,2.161303,2.005935,2.184448,2.151461,2.179619,2.087947,2.324052,2.31093,2.16513,2.173331,1.854667,2.071545,2.208232,2.199028,2.15702,2.203858,2.23721,2.44133,2.389571,2.267372,2.387748,2.149092,2.146632,2.14326,2.240308,2.152282,2.166588,2.239215,2.165312,2.031267,2.125035,2.062341,2.133145,2.036826,2.244682,2.130685,2.09952,2.038649,2.189552,2.091228,2.185451,2.321501,2.321318,2.215796,2.229829,2.262634,2.206136,2.270926,2.272111,2.188731,2.118839,2.068355,1.955725,2.196568,1.90023,2.03473,2.074461,2.18135,2.113462,2.28177,2.17406,2.216434,2.211513,2.197479,2.047214,2.114829,2.213517,2.207047,2.223906,1.990626,2.038922,2.053866,2.049675,2.069722,2.224452,2.131414,2.071727,2.046941,2.213973,2.002381,2.17324,2.240946,2.277214,2.10034,2.274753,2.474591,2.390209,2.310201,2.310748,2.513683,2.25097,2.107903,2.085031,2.110911,2.106628,2.201033,2.112186,2.101525,2.093141,2.236025,1.966842,2.126766,2.283592,2.24368,2.021152,2.270471,2.292249,2.120661
1043,Dorsal_Intermediate_Entorhinal_Cortex,0.6682196,0.6941903,0.6534574,0.6938258,0.6660327,0.7357433,0.6857156,0.6981087,0.7080413,0.6548243,0.6935524,0.621837,0.6795191,0.6384218,0.6813416,0.6264844,0.6396975,0.6319519,0.6395153,0.6518171,0.7197964,0.631314,0.6676729,0.6571935,0.6088061,0.6761475,0.6153671,0.7236236,0.6828908,0.7159691,0.725355,0.683073,0.6727759,0.7170627,0.7118685,0.6334099,0.6377839,0.7329184,0.6127245,0.6496301,0.642249,0.6805215,0.6811594,0.6756008,0.7207988,0.5694401,0.6530018,0.5896699,0.7336474,0.6244797,0.6412466,0.6593805,0.6271223,0.6230217,0.6731404,0.6324986,0.616005,0.6516349,0.649539,0.6992021,0.6296738,0.6636634,0.5864805,0.5981445,0.6561,0.5677088,0.6242974,0.6944637,0.6560089,0.6241152,0.6877204,0.4178081,0.6124511,0.6068925,0.6489012,0.6409733,0.6503592,0.6609296,0.7061276,0.6840754,0.6778789,0.6500857,0.6368726,0.6241152,0.6540042,0.7182473,0.5952285,0.6673995,0.664848,0.6547331,0.6244797,0.6470786,0.66339,0.6875381,0.6373283,0.7128709,0.6555533,0.6293093,0.6470786,0.7527837,0.6075304,0.6267577,0.6608385,0.645894,0.6129068,0.7052164,0.6637545,0.6504503,0.7413019,0.6591983,0.6663972,0.6369638,0.6256643,0.5869361,0.6117222,0.6060724,0.56862,0.6436159,0.6186476,0.5843846,0.6181009,0.6781523,0.6607474,0.6497213,0.6049789,0.6150026,0.6241152,0.6251175,0.6559178,0.6374194,0.6115399,0.6406088,0.5924948,0.6338655,0.5950463,0.5983267,0.6060724,0.5944084,0.5836557,0.6440715,0.5850225,0.6328632,0.5633348,0.5502127,0.5873918,0.5714449,0.5837468,0.7161514,0.6402442,0.6503592,0.574452,0.6715001,0.6748717,0.4493374,0.6591983,0.6287625,0.6744161,0.6172808,0.5836557,0.6061635,0.661203,0.5905811,0.5747254,0.6346856,0.6188299,0.6211991,0.604341,0.6573758,0.56862
1044,Dorsolateral_Entorhinal_Cortex,1.323044,1.340996,1.3584,1.258254,1.338535,1.298987,1.368515,1.30163,1.485793,1.371614,1.329605,1.283678,1.292699,1.305548,1.229641,1.288416,1.384462,1.273016,1.397402,1.374894,1.411435,1.284771,1.333159,1.450346,1.322406,1.369882,1.310195,1.221075,1.452533,1.385829,1.302723,1.322406,1.44989,1.455357,1.204308,1.346281,1.418543,1.400591,1.254882,1.145806,1.350017,1.293428,1.230643,1.38346,1.206039,1.158381,1.316665,1.211598,1.357125,1.374347,1.228001,1.33325,1.321768,1.194375,1.341816,1.17369,1.174692,1.287778,1.24094,1.258436,1.21497,1.300901,1.216428,1.25871,1.299169,1.199752,1.165398,1.25634,1.232101,1.397037,1.30491,1.137149,1.083203,1.193282,1.139609,1.155556,1.239209,1.320857,1.45636,1.274383,1.351475,1.269189,1.240302,1.187632,1.285136,1.395397,1.26363,1.245223,1.482877,1.228001,1.092953,1.228912,1.187268,1.218888,1.187632,1.258527,1.187723,1.183349,1.27821,1.421003,1.277299,1.106166,1.15583,1.238389,1.17852,1.408064,1.347648,1.255247,1.342818,1.396126,1.413622,1.255247,1.342453,1.194649,1.207771,1.098968,1.282402,1.282038,1.317759,1.213785,1.294157,1.393028,1.279668,1.222077,1.307097,1.284407,1.185992,1.239027,1.201848,1.252878,1.130315,1.244312,1.115097,1.186539,1.184443,1.2506,1.154007,1.163484,1.1931,1.290786,1.106075,1.211233,1.155738,1.161115,1.154007,1.110996,1.314843,1.345734,1.234653,1.238662,1.171867,1.350837,1.353389,0.7493209,1.28468,1.180433,1.251055,1.175421,1.120929,1.176242,1.199478,1.10325,1.187723,1.250235,1.192462,1.092498,1.17451,1.275112,1.185719
1045,Medial_Entorhinal_Cortex,0.3079114,0.3276855,0.3313305,0.3254985,0.3172973,0.3412631,0.3415365,0.320031,0.3430856,0.3146546,0.3313305,0.289413,0.3052688,0.3256808,0.3270476,0.3261364,0.3208511,0.315657,0.311283,0.3347021,0.3547496,0.3288701,0.3310571,0.3045398,0.3125588,0.3377092,0.2715525,0.3306926,0.3046309,0.3540206,0.3592148,0.3293258,0.3565721,0.3563899,0.3460016,0.3234026,0.329508,0.3485531,0.3108274,0.3260452,0.3388028,0.3340642,0.3425389,0.369603,0.3820871,0.3281411,0.3038107,0.3167505,0.340443,0.3129233,0.3050865,0.32076,0.3329708,0.31347,0.347004,0.3140168,0.3182085,0.3344288,0.3423566,0.3230381,0.2874994,0.3051776,0.2993456,0.3133789,0.3100072,0.3077291,0.3117386,0.3542029,0.3264098,0.3101895,0.3281411,0.1856216,0.3014415,0.3213979,0.3153836,0.3209423,0.312741,0.3192109,0.3738859,0.3640444,0.3543851,0.3286879,0.3281411,0.3164771,0.3242228,0.3629509,0.3198487,0.3519247,0.3559343,0.3190286,0.3102806,0.3255896,0.3315127,0.3362513,0.3096428,0.3454549,0.3096428,0.3221269,0.3154747,0.2789336,0.2953361,0.3077291,0.3356134,0.3278677,0.3123765,0.3682361,0.3680539,0.3468218,0.3621308,0.3658669,0.3541118,0.3424478,0.3320595,0.2435771,0.3124676,0.312012,0.2864059,0.3117386,0.3138345,0.3136522,0.3267743,0.3155659,0.3201221,0.3198487,0.3225825,0.286497,0.3274121,0.3152014,0.3574834,0.3142901,0.2904154,0.324405,0.2915089,0.2938781,0.2724638,0.274104,0.2854946,0.2892308,0.3020794,0.3055421,0.2751064,0.3131055,0.2990723,0.3046309,0.2898686,0.2836721,0.3320595,0.37908,0.3092782,0.3121943,0.3336998,0.3317861,0.3004391,0.2915089,0.330237,0.3162949,0.3459105,0.307638,0.2940604,0.2830343,0.3398963,0.2559701,0.2931491,0.347004,0.3228559,0.2751064,0.3106451,0.317844,0.2574281
1046,Ventral_Intermediate_Entorhinal_Cortex,0.4558073,0.5148563,0.4976336,0.4784063,0.4792264,0.5010053,0.5070195,0.5014609,0.5027366,0.4854229,0.497907,0.4555339,0.4719364,0.4874277,0.4894324,0.4719364,0.4720275,0.4574475,0.4726654,0.5099355,0.5288895,0.4864253,0.5133072,0.4435054,0.4673801,0.4938064,0.4356686,0.5155852,0.462186,0.5177723,0.5543134,0.5069284,0.5043769,0.556227,0.5238776,0.4984538,0.5048325,0.5393689,0.452709,0.4776773,0.4958111,0.4938975,0.500823,0.5177723,0.5680733,0.479682,0.4466948,0.455625,0.5069284,0.4630061,0.4584499,0.4863341,0.4904348,0.471663,0.5308031,0.4972692,0.4667423,0.5404624,0.5054704,0.4941709,0.4516155,0.4983626,0.4612748,0.4670156,0.4695671,0.4482439,0.4747613,0.5293452,0.4954467,0.4740323,0.5370908,0.2841278,0.4722098,0.4693849,0.4889768,0.4938064,0.4892502,0.5158587,0.5696224,0.5523086,0.5585963,0.520506,0.5113024,0.5164965,0.5252445,0.5809219,0.5102089,0.5553158,0.5453832,0.4579031,0.4740323,0.4764926,0.4879744,0.49572,0.467289,0.5258824,0.4922573,0.490617,0.4821424,0.4525268,0.4615481,0.4596345,0.5126693,0.483327,0.4798643,0.5713538,0.5595986,0.5225108,0.6102641,0.5453832,0.5639727,0.548208,0.5327168,0.3932955,0.4791353,0.4752169,0.4554428,0.4730299,0.4834181,0.4576298,0.5026455,0.4907993,0.5144007,0.5064728,0.48114,0.4466036,0.4933508,0.4723009,0.509571,0.4774039,0.45198,0.4888856,0.4603635,0.4774039,0.4205419,0.4554428,0.4544404,0.4640085,0.4628239,0.4692026,0.4471504,0.4771305,0.4486084,0.4440521,0.4577209,0.4305656,0.4506131,0.5849314,0.4824158,0.4781329,0.4497019,0.5072018,0.5174989,0.4825069,0.5333546,0.4733033,0.5196859,0.462186,0.4581765,0.4464214,0.5310765,0.4168969,0.4336639,0.5152208,0.4955378,0.4471504,0.435213,0.4911638,0.4116116
1047,Claustrum,0.1347739,0.1621114,0.1323135,0.1446154,0.1353206,0.1265726,0.1409704,0.1339538,0.1303999,0.1130861,0.1052494,0.1429751,0.1274839,0.1289419,0.1171868,0.1208318,0.1416083,0.1160021,0.1305821,0.1234744,0.1444331,0.1432485,0.1314934,0.1252969,0.1208318,0.1242945,0.12393,0.1236566,0.1182803,0.1308555,0.1415171,0.1320401,0.1463467,0.1345916,0.1284863,0.1434308,0.1349561,0.1345005,0.1484426,0.1498095,0.1446154,0.1477136,0.1512675,0.1488983,0.122472,0.1119926,0.1181891,0.1278484,0.1315845,0.1170956,0.1284863,0.1427018,0.1306733,0.1308555,0.1264815,0.1223809,0.118098,0.1191004,0.131949,0.1303999,0.1342271,0.1332248,0.1361407,0.1427929,0.1477136,0.1270283,0.1400591,0.1475314,0.1405148,0.1475314,0.1407881,0.137052,0.1256614,0.118827,0.140697,0.1180069,0.1513586,0.1396035,0.1407881,0.1378721,0.1403325,0.1249324,0.1212874,0.1236566,0.1433396,0.13851,0.1212874,0.1308555,0.1207406,0.1372343,0.1228365,0.1289419,0.126117,0.1396946,0.1114459,0.1296709,0.1458911,0.1250235,0.1345916,0.1433396,0.1406059,0.135594,0.1345916,0.1285774,0.1183714,0.1519054,0.1204673,0.1308555,0.1339538,0.1386011,0.1550036,0.1234744,0.1500829,0.1387834,0.1320401,0.1434308,0.13851,0.1367786,0.1435219,0.1372343,0.1342271,0.1477136,0.1301265,0.1243856,0.1570084,0.126846,0.1435219,0.1127216,0.1223809,0.1337715,0.136323,0.1492628,0.1383277,0.1245679,0.1182803,0.09923512,0.106434,0.1313111,0.1308555,0.1230188,0.1361407,0.1171868,0.1163666,0.107892,0.1131773,0.1169134,0.1164578,0.1317668,0.112266,0.1265726,0.127575,0.1302176,0.1464379,0.1286685,0.1413349,0.1291241,0.1222898,0.1214696,0.1244768,0.1271194,0.1236566,0.1019689,0.1004198,0.1282129,0.1119926,0.1194649,0.1236566,0.1231099,0.1059784
1048,Dorsal_Claustrum,0.05093888,0.04756725,0.04291988,0.04501575,0.0411885,0.05677088,0.04219088,0.04829625,0.04237312,0.04647375,0.04383112,0.04465125,0.042282,0.04346663,0.05421938,0.04237312,0.03918375,0.05203238,0.04310213,0.04200863,0.04355775,0.05157675,0.04246425,0.05968688,0.04820513,0.04346663,0.047385,0.05996025,0.04720275,0.0419175,0.04319325,0.03854588,0.04383112,0.03736125,0.03945713,0.03234937,0.0360855,0.03927488,0.04273763,0.04328438,0.03590325,0.03982162,0.0492075,0.04255538,0.04756725,0.04209975,0.04091513,0.04565363,0.0462915,0.04510688,0.047385,0.03954825,0.04310213,0.0448335,0.043011,0.04374,0.04428675,0.03480975,0.03891038,0.03745238,0.04209975,0.03590325,0.04036837,0.04237312,0.04064175,0.03590325,0.03927488,0.043011,0.04100625,0.03954825,0.03326062,0.0397305,0.03772575,0.04383112,0.04492463,0.04692938,0.0411885,0.03699675,0.04246425,0.04647375,0.04346663,0.04720275,0.039366,0.03781687,0.04219088,0.05103,0.03836362,0.03362513,0.040824,0.03526537,0.04820513,0.03781687,0.04100625,0.04255538,0.03963938,0.03490088,0.03727013,0.04355775,0.040095,0.03699675,0.04137075,0.04364888,0.03544763,0.034992,0.03836362,0.047385,0.04036837,0.034992,0.04246425,0.03918375,0.0404595,0.04474238,0.04237312,0.04310213,0.04984538,0.04456013,0.04474238,0.04109738,0.04346663,0.042282,0.04310213,0.04164413,0.04209975,0.04255538,0.04200863,0.03918375,0.0426465,0.03927488,0.04984538,0.05203238,0.039366,0.03635887,0.04528913,0.04538025,0.04282875,0.04692938,0.03891038,0.039366,0.04073288,0.03891038,0.05020988,0.03954825,0.04437787,0.0426465,0.05057438,0.04984538,0.0411885,0.04929863,0.05239687,0.05020988,0.05440162,0.04091513,0.04018613,0.03781687,0.0360855,0.03881925,0.04538025,0.04282875,0.03590325,0.04173525,0.04036837,0.040095,0.04793175,0.04374,0.06752363,0.03526537,0.04209975,0.04528913,0.04200863
1049,Posterolateral_Cortical_Amygdaloid_Area,0.9179932,0.9661984,0.9511628,0.9298396,0.9254655,0.8591265,0.9461509,0.9610954,0.9365828,0.9240987,0.9545344,0.8860995,0.9005884,0.9236431,0.8753468,0.9723949,1.004289,0.9187223,0.9821452,0.950616,0.9537143,0.8854616,1.003195,0.9653783,0.9569036,0.9277437,0.9023198,0.9322999,0.8247724,1.026888,0.9481556,0.9322999,0.900315,0.9786825,0.9670185,0.9037778,0.9166264,0.9582705,0.8756201,0.8882865,0.8402637,0.8703349,0.836892,0.9369473,0.9409568,0.8661432,0.8010799,0.8480093,0.8122883,0.8260481,0.864594,0.8717929,0.8724308,0.9557191,0.941139,0.8920227,0.8018089,0.8486472,0.8357985,0.878445,0.8450022,0.8386234,0.7984373,0.8046338,0.8331559,0.7394794,0.7570665,0.8535679,0.8348873,0.8687858,0.8486472,0.8867374,0.7608026,0.7987106,0.7830371,0.8183025,0.8262304,0.8697882,0.8809965,0.8970345,0.8772604,0.807732,0.8519276,0.8756201,0.8696059,0.9260123,0.8768048,0.9261945,0.8945742,0.7868644,0.7955213,0.7675459,0.818667,0.814293,0.8480093,0.9079695,0.8162066,0.8108303,0.8556638,0.9384964,0.8403548,0.8057273,0.8516543,0.887922,0.8794474,0.8748,0.8772604,0.8161155,0.9400455,0.8508341,0.8692414,0.8848238,0.8885599,0.7532393,0.7936988,0.8097368,0.8122883,0.8194872,0.7835839,0.7728311,0.7940633,0.8056362,0.805545,0.8072764,0.8250458,0.7571576,0.8124705,0.7813969,0.7726489,0.808461,0.8015355,0.8248636,0.7852241,0.7609849,0.7310959,0.7473161,0.7622607,0.7907827,0.7908739,0.7629896,0.8318802,0.8279618,0.8320624,0.8193049,0.8748,0.8174824,0.8631361,0.9392254,0.8713373,0.9035955,0.8540235,0.9138016,0.9556279,0.9060559,0.909792,0.8195783,0.8086433,0.7886869,0.7941544,0.8117415,0.8444554,0.7493209,0.8093722,0.8824545,0.9525297,0.8112859,0.8240434,0.8041781,0.7562464
1050,Ventral_Claustrum,0.1211963,0.1200116,0.1201939,0.1229276,0.1098968,0.1192826,0.09613688,0.1163666,0.09923512,0.1176424,0.1037914,0.1080743,0.1107169,0.1107169,0.1211963,0.1147264,0.09941738,0.1087121,0.1164578,0.126117,0.1105346,0.1185536,0.1077098,0.1255703,0.113724,0.1088032,0.1266638,0.1190093,0.1143619,0.1095323,0.1003286,0.118098,0.09613688,0.1101701,0.1036091,0.09540788,0.12393,0.1178246,0.1152731,0.1132684,0.112995,0.1278484,0.1045204,0.1045204,0.1158199,0.1129039,0.1038825,0.1065251,0.1058873,0.1143619,0.1063429,0.1067985,0.1088944,0.1238389,0.1266638,0.101331,0.1104435,0.1048849,0.1152731,0.1085299,0.118827,0.100602,0.1303999,0.1232921,0.1074364,0.1148175,0.107892,0.1201028,0.1160021,0.1089855,0.09595463,0.1179158,0.1073453,0.1209229,0.1142708,0.1002375,0.09814163,0.1079831,0.1359585,0.1036091,0.1082565,0.09641025,0.108621,0.09969075,0.08629538,0.1401502,0.09176288,0.1103524,0.09631912,0.1096234,0.1282129,0.0944055,0.1167311,0.1083476,0.1257525,0.093312,0.09978188,0.1244768,0.09887063,0.1127216,0.11664,0.1074364,0.09595463,0.09959963,0.09905288,0.120285,0.1034269,0.08775338,0.1129039,0.112995,0.1211051,0.1081654,0.1150909,0.1160933,0.1332248,0.1135418,0.10935,0.1134506,0.1191915,0.1050671,0.1108991,0.09641025,0.1097145,0.1147264,0.110079,0.0965925,0.1228365,0.1023334,0.1346828,0.1165489,0.1232921,0.1067074,0.1241123,0.1098056,0.09850613,0.1154554,0.1104435,0.1264815,0.1094411,0.112266,0.1327691,0.103518,0.1145441,0.1229276,0.1199205,0.1084388,0.1002375,0.1083476,0.1128128,0.1087121,0.1154554,0.1023334,0.09996413,0.1019689,0.09559013,0.09868838,0.1026068,0.1149086,0.08866463,0.09185401,0.1176424,0.09413213,0.0827415,0.1272105,0.1236566,0.0885735,0.1069808,0.0885735,0.09458775
1051,Hippocampus,16.54912,16.61856,16.67551,16.53864,16.43175,16.57482,16.16949,16.70813,16.31365,16.35211,16.50037,16.22499,16.57737,16.55696,16.07764,17.39758,17.61337,16.15838,16.81357,17.66895,16.27228,16.39649,17.15109,17.07209,16.19811,16.30053,16.57454,16.3471,16.17751,16.60635,15.27328,16.11828,15.35885,15.98615,15.62201,15.52469,15.3932,16.41107,15.49772,15.51695,15.34663,15.62074,15.39366,15.76326,15.97895,15.89503,15.50419,15.19345,15.92501,15.66594,15.88045,15.86331,15.79388,15.08265,15.90067,15.56205,15.71214,15.47576,15.33269,16.46146,15.34818,16.49599,13.82758,15.22562,15.14297,14.64725,14.48131,16.03417,15.42354,14.40595,14.77519,14.42399,14.86477,14.44413,15.47658,15.28276,15.93649,15.10406,14.79205,16.18134,15.34855,15.40751,15.62438,15.66029,15.97057,14.87798,15.96146,15.25952,15.97995,15.64206,15.76663,15.93867,15.48442,15.76891,15.61673,16.24312,15.84928,15.80964,15.98797,19.5896,14.54902,15.07526,15.69145,14.8531,15.82194,15.6899,16.57974,16.11072,16.61783,15.99727,16.23237,15.56379,14.72935,16.14197,15.00537,13.98568,13.9311,14.6005,16.96748,14.91288,15.97157,15.91881,15.45152,16.21296,15.35557,14.63149,15.15527,15.62019,15.52961,15.07198,14.19937,15.63641,14.51394,14.65108,14.37706,14.55166,14.92928,14.4291,15.58265,15.91179,15.22753,14.85429,14.64206,15.33707,16.231,15.79379,15.06889,15.48788,14.93092,15.3583,15.24166,16.72344,17.50028,16.44341,16.46255,15.80308,15.47375,13.79733,14.31729,15.78285,16.11938,14.91744,15.20084,16.25816,16.93203,15.78978,16.01021,16.04538,15.16028
1052,Dorsal_Tenia_Tecta,0.2451263,0.24786,0.2603441,0.2495914,0.2443061,0.2421191,0.2256255,0.2413901,0.2331889,0.2428481,0.2345558,0.2443061,0.2566991,0.2402055,0.2385653,0.2355581,0.2462198,0.2447618,0.2304551,0.2490446,0.2438505,0.2403878,0.2381096,0.2439416,0.228177,0.2290883,0.2542388,0.236925,0.2386564,0.2472221,0.2502293,0.238383,0.2460375,0.2569725,0.2651738,0.2299995,0.2475866,0.2329155,0.2113189,0.2195201,0.2280859,0.2443973,0.2190645,0.2466754,0.236925,0.227448,0.2366516,0.2288149,0.2225273,0.2426659,0.2421191,0.2260811,0.2262634,0.2225273,0.2659028,0.2324599,0.2286326,0.2537831,0.2357404,0.2311841,0.2261723,0.2284504,0.2012951,0.227448,0.2265368,0.2112278,0.2101343,0.2238941,0.2367427,0.2377451,0.2489535,0.2592506,0.2111366,0.2195201,0.2145083,0.2207959,0.2191556,0.2581571,0.2559701,0.2437594,0.2495003,0.2280859,0.2437594,0.2375629,0.2473133,0.2685454,0.2278125,0.2358315,0.2337356,0.2109544,0.2187,0.219429,0.2145083,0.2306374,0.2104076,0.2207959,0.2306374,0.2218894,0.2240764,0.2268101,0.2130503,0.2117745,0.2145083,0.2359226,0.2248965,0.2679986,0.2628956,0.2466754,0.2454908,0.2430304,0.2560613,0.2587039,0.2207047,0.2021153,0.2228918,0.2221628,0.2131414,0.2357404,0.2382919,0.2316398,0.2286326,0.254421,0.2220716,0.2408434,0.2297261,0.2209781,0.2246231,0.221616,0.2163308,0.2366516,0.2243498,0.2257166,0.2197935,0.2112278,0.207765,0.2312753,0.2344646,0.1884465,0.2218894,0.2022975,0.2261723,0.2180621,0.2247142,0.2175154,0.2342824,0.2235296,0.2356493,0.2377451,0.2408434,0.2239853,0.2219805,0.2409345,0.2523251,0.2625311,0.251505,0.2008395,0.226719,0.1934584,0.2163308,0.2373806,0.2640803,0.2268101,0.1744132,0.237654,0.2171509,0.2272658,0.2135059,0.2278125,0.2115923
